Date,Beer,DayOfWeek,UnitsSold,IsWeekend,HolidayEffect,PromoLevel
2022-02-03,Ale,3,25,0,0,0
2022-02-03,Lager,3,42,0,0,0
2022-02-03,IPA,3,42,0,0,0
2022-02-03,Stout,3,13,0,0,0
2022-02-03,Cider,3,30,0,0,0
2022-02-04,Ale,4,29,0,0,0
2022-02-04,Lager,4,38,0,0,0
2022-02-04,IPA,4,40,0,0,0
2022-02-04,Stout,4,29,0,0,0
2022-02-04,Cider,4,40,0,0,0
2022-02-05,Ale,5,51,1,0,1
2022-02-05,Lager,5,69,1,0,0
2022-02-05,IPA,5,58,1,0,0
2022-02-05,Stout,5,42,1,0,1
2022-02-05,Cider,5,51,1,0,0
2022-02-06,Ale,6,38,1,0,0
2022-02-06,Lager,6,63,1,0,0
2022-02-06,IPA,6,58,1,0,0
2022-02-06,Stout,6,32,1,0,0
2022-02-06,Cider,6,54,1,0,0
2022-02-07,Ale,0,32,0,0,0
2022-02-07,Lager,0,49,0,0,0
2022-02-07,IPA,0,43,0,0,0
2022-02-07,Stout,0,23,0,0,0
2022-02-07,Cider,0,38,0,0,0
2022-02-08,Ale,1,42,0,0,1
2022-02-08,Lager,1,47,0,0,0
2022-02-08,IPA,1,36,0,0,0
2022-02-08,Stout,1,23,0,0,0
2022-02-08,Cider,1,27,0,0,0
2022-02-09,Ale,2,35,0,0,0
2022-02-09,Lager,2,49,0,0,0
2022-02-09,IPA,2,36,0,0,0
2022-02-09,Stout,2,19,0,0,0
2022-02-09,Cider,2,51,0,0,1
2022-02-10,Ale,3,33,0,0,1
2022-02-10,Lager,3,38,0,0,0
2022-02-10,IPA,3,34,0,0,0
2022-02-10,Stout,3,21,0,0,0
2022-02-10,Cider,3,32,0,0,0
2022-02-11,Ale,4,26,0,0,0
2022-02-11,Lager,4,63,0,0,1
2022-02-11,IPA,4,49,0,0,1
2022-02-11,Stout,4,25,0,0,0
2022-02-11,Cider,4,39,0,0,1
2022-02-12,Ale,5,46,1,0,0
2022-02-12,Lager,5,59,1,0,0
2022-02-12,IPA,5,56,1,0,0
2022-02-12,Stout,5,31,1,0,0
2022-02-12,Cider,5,50,1,0,0
2022-02-13,Ale,6,44,1,0,0
2022-02-13,Lager,6,62,1,0,0
2022-02-13,IPA,6,60,1,0,0
2022-02-13,Stout,6,37,1,0,0
2022-02-13,Cider,6,61,1,0,1
2022-02-14,Ale,0,37,0,0,0
2022-02-14,Lager,0,47,0,0,0
2022-02-14,IPA,0,38,0,0,0
2022-02-14,Stout,0,23,0,0,0
2022-02-14,Cider,0,43,0,0,0
2022-02-15,Ale,1,30,0,0,0
2022-02-15,Lager,1,47,0,0,0
2022-02-15,IPA,1,42,0,0,0
2022-02-15,Stout,1,27,0,0,0
2022-02-15,Cider,1,36,0,0,0
2022-02-16,Ale,2,31,0,0,0
2022-02-16,Lager,2,46,0,0,0
2022-02-16,IPA,2,41,0,0,0
2022-02-16,Stout,2,27,0,0,0
2022-02-16,Cider,2,30,0,0,0
2022-02-17,Ale,3,28,0,0,0
2022-02-17,Lager,3,58,0,0,1
2022-02-17,IPA,3,33,0,0,0
2022-02-17,Stout,3,16,0,0,0
2022-02-17,Cider,3,34,0,0,0
2022-02-18,Ale,4,33,0,0,0
2022-02-18,Lager,4,47,0,0,0
2022-02-18,IPA,4,37,0,0,0
2022-02-18,Stout,4,29,0,0,0
2022-02-18,Cider,4,32,0,0,0
2022-02-19,Ale,5,35,1,0,0
2022-02-19,Lager,5,73,1,0,0
2022-02-19,IPA,5,56,1,0,0
2022-02-19,Stout,5,40,1,0,0
2022-02-19,Cider,5,48,1,0,0
2022-02-20,Ale,6,52,1,0,1
2022-02-20,Lager,6,57,1,0,0
2022-02-20,IPA,6,54,1,0,0
2022-02-20,Stout,6,44,1,0,1
2022-02-20,Cider,6,51,1,0,0
2022-02-21,Ale,0,29,0,0,0
2022-02-21,Lager,0,58,0,0,1
2022-02-21,IPA,0,40,0,0,0
2022-02-21,Stout,0,17,0,0,0
2022-02-21,Cider,0,41,0,0,0
2022-02-22,Ale,1,32,0,0,0
2022-02-22,Lager,1,45,0,0,0
2022-02-22,IPA,1,37,0,0,0
2022-02-22,Stout,1,32,0,0,0
2022-02-22,Cider,1,31,0,0,0
2022-02-23,Ale,2,36,0,0,1
2022-02-23,Lager,2,67,0,0,1
2022-02-23,IPA,2,41,0,0,0
2022-02-23,Stout,2,21,0,0,1
2022-02-23,Cider,2,46,0,0,1
2022-02-24,Ale,3,25,0,0,0
2022-02-24,Lager,3,38,0,0,0
2022-02-24,IPA,3,37,0,0,0
2022-02-24,Stout,3,17,0,0,0
2022-02-24,Cider,3,30,0,0,0
2022-02-25,Ale,4,29,0,0,0
2022-02-25,Lager,4,39,0,0,0
2022-02-25,IPA,4,44,0,0,0
2022-02-25,Stout,4,28,0,0,1
2022-02-25,Cider,4,30,0,0,0
2022-02-26,Ale,5,50,1,0,1
2022-02-26,Lager,5,59,1,0,0
2022-02-26,IPA,5,51,1,0,0
2022-02-26,Stout,5,30,1,0,0
2022-02-26,Cider,5,49,1,0,0
2022-02-27,Ale,6,42,1,0,0
2022-02-27,Lager,6,62,1,0,0
2022-02-27,IPA,6,55,1,0,0
2022-02-27,Stout,6,42,1,0,1
2022-02-27,Cider,6,56,1,0,0
2022-02-28,Ale,0,37,0,0,1
2022-02-28,Lager,0,56,0,0,1
2022-02-28,IPA,0,35,0,0,0
2022-02-28,Stout,0,27,0,0,0
2022-02-28,Cider,0,23,0,0,0
2022-03-01,Ale,1,28,0,0,0
2022-03-01,Lager,1,45,0,0,0
2022-03-01,IPA,1,48,0,0,0
2022-03-01,Stout,1,31,0,0,0
2022-03-01,Cider,1,36,0,0,0
2022-03-02,Ale,2,27,0,0,0
2022-03-02,Lager,2,49,0,0,0
2022-03-02,IPA,2,46,0,0,0
2022-03-02,Stout,2,27,0,0,0
2022-03-02,Cider,2,37,0,0,0
2022-03-03,Ale,3,38,0,0,0
2022-03-03,Lager,3,47,0,0,0
2022-03-03,IPA,3,42,0,0,0
2022-03-03,Stout,3,31,0,0,1
2022-03-03,Cider,3,50,0,0,1
2022-03-04,Ale,4,35,0,0,0
2022-03-04,Lager,4,44,0,0,0
2022-03-04,IPA,4,38,0,0,0
2022-03-04,Stout,4,26,0,0,0
2022-03-04,Cider,4,32,0,0,0
2022-03-05,Ale,5,42,1,0,0
2022-03-05,Lager,5,68,1,0,0
2022-03-05,IPA,5,67,1,0,0
2022-03-05,Stout,5,43,1,0,0
2022-03-05,Cider,5,50,1,0,0
2022-03-06,Ale,6,46,1,0,0
2022-03-06,Lager,6,68,1,0,0
2022-03-06,IPA,6,65,1,0,0
2022-03-06,Stout,6,29,1,0,0
2022-03-06,Cider,6,58,1,0,0
2022-03-07,Ale,0,28,0,0,0
2022-03-07,Lager,0,43,0,0,0
2022-03-07,IPA,0,41,0,0,0
2022-03-07,Stout,0,31,0,0,1
2022-03-07,Cider,0,32,0,0,0
2022-03-08,Ale,1,31,0,0,0
2022-03-08,Lager,1,68,0,0,1
2022-03-08,IPA,1,40,0,0,0
2022-03-08,Stout,1,40,0,0,1
2022-03-08,Cider,1,49,0,0,0
2022-03-09,Ale,2,30,0,0,0
2022-03-09,Lager,2,53,0,0,0
2022-03-09,IPA,2,45,0,0,0
2022-03-09,Stout,2,24,0,0,0
2022-03-09,Cider,2,36,0,0,0
2022-03-10,Ale,3,23,0,0,0
2022-03-10,Lager,3,49,0,0,0
2022-03-10,IPA,3,48,0,0,0
2022-03-10,Stout,3,29,0,0,1
2022-03-10,Cider,3,23,0,0,0
2022-03-11,Ale,4,48,0,0,1
2022-03-11,Lager,4,52,0,0,0
2022-03-11,IPA,4,49,0,0,0
2022-03-11,Stout,4,24,0,0,0
2022-03-11,Cider,4,38,0,0,0
2022-03-12,Ale,5,46,1,0,0
2022-03-12,Lager,5,68,1,0,0
2022-03-12,IPA,5,67,1,0,0
2022-03-12,Stout,5,32,1,0,0
2022-03-12,Cider,5,62,1,0,0
2022-03-13,Ale,6,38,1,0,0
2022-03-13,Lager,6,72,1,0,0
2022-03-13,IPA,6,58,1,0,0
2022-03-13,Stout,6,30,1,0,0
2022-03-13,Cider,6,48,1,0,0
2022-03-14,Ale,0,28,0,0,1
2022-03-14,Lager,0,45,0,0,0
2022-03-14,IPA,0,48,0,0,0
2022-03-14,Stout,0,28,0,0,0
2022-03-14,Cider,0,31,0,0,0
2022-03-15,Ale,1,33,0,0,0
2022-03-15,Lager,1,46,0,0,0
2022-03-15,IPA,1,34,0,0,0
2022-03-15,Stout,1,29,0,0,0
2022-03-15,Cider,1,42,0,0,0
2022-03-16,Ale,2,28,0,0,0
2022-03-16,Lager,2,56,0,0,0
2022-03-16,IPA,2,43,0,0,0
2022-03-16,Stout,2,33,0,0,1
2022-03-16,Cider,2,37,0,0,0
2022-03-17,Ale,3,25,0,0,0
2022-03-17,Lager,3,49,0,0,0
2022-03-17,IPA,3,38,0,0,0
2022-03-17,Stout,3,27,0,0,0
2022-03-17,Cider,3,40,0,0,0
2022-03-18,Ale,4,31,0,0,1
2022-03-18,Lager,4,53,0,0,0
2022-03-18,IPA,4,43,0,0,0
2022-03-18,Stout,4,24,0,0,1
2022-03-18,Cider,4,38,0,0,0
2022-03-19,Ale,5,42,1,0,0
2022-03-19,Lager,5,67,1,0,0
2022-03-19,IPA,5,55,1,0,0
2022-03-19,Stout,5,37,1,0,0
2022-03-19,Cider,5,53,1,0,0
2022-03-20,Ale,6,44,1,0,0
2022-03-20,Lager,6,76,1,0,0
2022-03-20,IPA,6,69,1,0,0
2022-03-20,Stout,6,24,1,0,0
2022-03-20,Cider,6,54,1,0,0
2022-03-21,Ale,0,28,0,0,0
2022-03-21,Lager,0,52,0,0,0
2022-03-21,IPA,0,40,0,0,0
2022-03-21,Stout,0,34,0,0,0
2022-03-21,Cider,0,40,0,0,0
2022-03-22,Ale,1,39,0,0,1
2022-03-22,Lager,1,56,0,0,0
2022-03-22,IPA,1,39,0,0,0
2022-03-22,Stout,1,28,0,0,0
2022-03-22,Cider,1,36,0,0,0
2022-03-23,Ale,2,30,0,0,0
2022-03-23,Lager,2,58,0,0,0
2022-03-23,IPA,2,69,0,0,1
2022-03-23,Stout,2,27,0,0,0
2022-03-23,Cider,2,33,0,0,0
2022-03-24,Ale,3,30,0,0,0
2022-03-24,Lager,3,46,0,0,0
2022-03-24,IPA,3,41,0,0,0
2022-03-24,Stout,3,25,0,0,0
2022-03-24,Cider,3,34,0,0,0
2022-03-25,Ale,4,37,0,0,0
2022-03-25,Lager,4,49,0,0,0
2022-03-25,IPA,4,43,0,0,0
2022-03-25,Stout,4,22,0,0,0
2022-03-25,Cider,4,31,0,0,0
2022-03-26,Ale,5,38,1,0,0
2022-03-26,Lager,5,71,1,0,0
2022-03-26,IPA,5,78,1,0,1
2022-03-26,Stout,5,47,1,0,1
2022-03-26,Cider,5,57,1,0,0
2022-03-27,Ale,6,40,1,0,0
2022-03-27,Lager,6,81,1,0,0
2022-03-27,IPA,6,56,1,0,0
2022-03-27,Stout,6,40,1,0,1
2022-03-27,Cider,6,57,1,0,0
2022-03-28,Ale,0,31,0,0,0
2022-03-28,Lager,0,46,0,0,0
2022-03-28,IPA,0,51,0,0,1
2022-03-28,Stout,0,20,0,0,0
2022-03-28,Cider,0,37,0,0,0
2022-03-29,Ale,1,47,0,0,1
2022-03-29,Lager,1,42,0,0,0
2022-03-29,IPA,1,44,0,0,0
2022-03-29,Stout,1,28,0,0,0
2022-03-29,Cider,1,35,0,0,0
2022-03-30,Ale,2,48,0,0,1
2022-03-30,Lager,2,51,0,0,0
2022-03-30,IPA,2,48,0,0,0
2022-03-30,Stout,2,29,0,0,0
2022-03-30,Cider,2,43,0,0,0
2022-03-31,Ale,3,30,0,0,0
2022-03-31,Lager,3,58,0,0,0
2022-03-31,IPA,3,43,0,0,0
2022-03-31,Stout,3,23,0,0,0
2022-03-31,Cider,3,36,0,0,0
2022-04-01,Ale,4,30,0,0,0
2022-04-01,Lager,4,50,0,0,0
2022-04-01,IPA,4,45,0,0,0
2022-04-01,Stout,4,26,0,0,0
2022-04-01,Cider,4,39,0,0,0
2022-04-02,Ale,5,44,1,0,0
2022-04-02,Lager,5,76,1,0,0
2022-04-02,IPA,5,64,1,0,0
2022-04-02,Stout,5,38,1,0,0
2022-04-02,Cider,5,66,1,0,1
2022-04-03,Ale,6,39,1,0,0
2022-04-03,Lager,6,76,1,0,0
2022-04-03,IPA,6,67,1,0,0
2022-04-03,Stout,6,31,1,0,0
2022-04-03,Cider,6,65,1,0,1
2022-04-04,Ale,0,38,0,0,0
2022-04-04,Lager,0,49,0,0,0
2022-04-04,IPA,0,55,0,0,1
2022-04-04,Stout,0,20,0,0,0
2022-04-04,Cider,0,33,0,0,0
2022-04-05,Ale,1,43,0,0,0
2022-04-05,Lager,1,51,0,0,0
2022-04-05,IPA,1,43,0,0,0
2022-04-05,Stout,1,20,0,0,0
2022-04-05,Cider,1,30,0,0,0
2022-04-06,Ale,2,40,0,0,0
2022-04-06,Lager,2,57,0,0,0
2022-04-06,IPA,2,46,0,0,0
2022-04-06,Stout,2,12,0,0,0
2022-04-06,Cider,2,37,0,0,0
2022-04-07,Ale,3,32,0,0,0
2022-04-07,Lager,3,67,0,0,1
2022-04-07,IPA,3,45,0,0,1
2022-04-07,Stout,3,32,0,0,0
2022-04-07,Cider,3,52,0,0,1
2022-04-08,Ale,4,20,0,0,0
2022-04-08,Lager,4,65,0,0,1
2022-04-08,IPA,4,41,0,0,0
2022-04-08,Stout,4,25,0,0,0
2022-04-08,Cider,4,37,0,0,0
2022-04-09,Ale,5,47,1,0,0
2022-04-09,Lager,5,63,1,0,0
2022-04-09,IPA,5,64,1,0,0
2022-04-09,Stout,5,42,1,0,1
2022-04-09,Cider,5,51,1,0,0
2022-04-10,Ale,6,44,1,0,0
2022-04-10,Lager,6,80,1,0,0
2022-04-10,IPA,6,65,1,0,0
2022-04-10,Stout,6,35,1,0,0
2022-04-10,Cider,6,64,1,0,1
2022-04-11,Ale,0,41,0,0,1
2022-04-11,Lager,0,47,0,0,0
2022-04-11,IPA,0,50,0,0,0
2022-04-11,Stout,0,25,0,0,0
2022-04-11,Cider,0,33,0,0,0
2022-04-12,Ale,1,31,0,0,0
2022-04-12,Lager,1,56,0,0,0
2022-04-12,IPA,1,49,0,0,0
2022-04-12,Stout,1,32,0,0,1
2022-04-12,Cider,1,42,0,0,0
2022-04-13,Ale,2,43,0,0,1
2022-04-13,Lager,2,43,0,0,0
2022-04-13,IPA,2,57,0,0,1
2022-04-13,Stout,2,17,0,0,0
2022-04-13,Cider,2,42,0,0,0
2022-04-14,Ale,3,28,0,0,0
2022-04-14,Lager,3,52,0,0,0
2022-04-14,IPA,3,36,0,0,0
2022-04-14,Stout,3,26,0,0,0
2022-04-14,Cider,3,38,0,0,0
2022-04-15,Ale,4,34,0,0,0
2022-04-15,Lager,4,65,0,0,1
2022-04-15,IPA,4,45,0,0,0
2022-04-15,Stout,4,31,0,0,0
2022-04-15,Cider,4,55,0,0,1
2022-04-16,Ale,5,55,1,0,0
2022-04-16,Lager,5,84,1,0,0
2022-04-16,IPA,5,76,1,0,0
2022-04-16,Stout,5,36,1,0,0
2022-04-16,Cider,5,55,1,0,0
2022-04-17,Ale,6,68,1,0,1
2022-04-17,Lager,6,79,1,0,0
2022-04-17,IPA,6,60,1,0,0
2022-04-17,Stout,6,32,1,0,0
2022-04-17,Cider,6,45,1,0,0
2022-04-18,Ale,0,34,0,0,0
2022-04-18,Lager,0,58,0,0,0
2022-04-18,IPA,0,41,0,0,0
2022-04-18,Stout,0,22,0,0,0
2022-04-18,Cider,0,24,0,0,0
2022-04-19,Ale,1,45,0,0,1
2022-04-19,Lager,1,57,0,0,0
2022-04-19,IPA,1,46,0,0,0
2022-04-19,Stout,1,22,0,0,0
2022-04-19,Cider,1,37,0,0,0
2022-04-20,Ale,2,30,0,0,0
2022-04-20,Lager,2,70,0,0,1
2022-04-20,IPA,2,55,0,0,1
2022-04-20,Stout,2,27,0,0,1
2022-04-20,Cider,2,41,0,0,1
2022-04-21,Ale,3,29,0,0,0
2022-04-21,Lager,3,56,0,0,0
2022-04-21,IPA,3,40,0,0,0
2022-04-21,Stout,3,18,0,0,0
2022-04-21,Cider,3,32,0,0,0
2022-04-22,Ale,4,27,0,0,0
2022-04-22,Lager,4,49,0,0,0
2022-04-22,IPA,4,52,0,0,1
2022-04-22,Stout,4,15,0,0,0
2022-04-22,Cider,4,54,0,0,1
2022-04-23,Ale,5,39,1,0,0
2022-04-23,Lager,5,74,1,0,0
2022-04-23,IPA,5,60,1,0,0
2022-04-23,Stout,5,32,1,0,0
2022-04-23,Cider,5,58,1,0,0
2022-04-24,Ale,6,44,1,0,0
2022-04-24,Lager,6,78,1,0,0
2022-04-24,IPA,6,60,1,0,0
2022-04-24,Stout,6,30,1,0,0
2022-04-24,Cider,6,52,1,0,0
2022-04-25,Ale,0,29,0,0,0
2022-04-25,Lager,0,60,0,0,0
2022-04-25,IPA,0,41,0,0,0
2022-04-25,Stout,0,27,0,0,0
2022-04-25,Cider,0,50,0,0,1
2022-04-26,Ale,1,26,0,0,0
2022-04-26,Lager,1,47,0,0,0
2022-04-26,IPA,1,46,0,0,0
2022-04-26,Stout,1,26,0,0,0
2022-04-26,Cider,1,37,0,0,0
2022-04-27,Ale,2,31,0,0,0
2022-04-27,Lager,2,43,0,0,0
2022-04-27,IPA,2,40,0,0,0
2022-04-27,Stout,2,30,0,0,0
2022-04-27,Cider,2,36,0,0,0
2022-04-28,Ale,3,37,0,0,0
2022-04-28,Lager,3,73,0,0,1
2022-04-28,IPA,3,50,0,0,0
2022-04-28,Stout,3,41,0,0,1
2022-04-28,Cider,3,41,0,0,0
2022-04-29,Ale,4,40,0,0,0
2022-04-29,Lager,4,56,0,0,0
2022-04-29,IPA,4,50,0,0,1
2022-04-29,Stout,4,27,0,0,0
2022-04-29,Cider,4,50,0,0,0
2022-04-30,Ale,5,35,1,0,0
2022-04-30,Lager,5,72,1,0,0
2022-04-30,IPA,5,57,1,0,0
2022-04-30,Stout,5,32,1,0,0
2022-04-30,Cider,5,51,1,0,0
2022-05-01,Ale,6,45,1,0,0
2022-05-01,Lager,6,68,1,0,0
2022-05-01,IPA,6,63,1,0,0
2022-05-01,Stout,6,44,1,0,0
2022-05-01,Cider,6,57,1,0,0
2022-05-02,Ale,0,31,0,0,0
2022-05-02,Lager,0,48,0,0,0
2022-05-02,IPA,0,46,0,0,0
2022-05-02,Stout,0,16,0,0,0
2022-05-02,Cider,0,35,0,0,0
2022-05-03,Ale,1,33,0,0,0
2022-05-03,Lager,1,50,0,0,0
2022-05-03,IPA,1,49,0,0,0
2022-05-03,Stout,1,29,0,0,0
2022-05-03,Cider,1,39,0,0,0
2022-05-04,Ale,2,29,0,0,0
2022-05-04,Lager,2,47,0,0,0
2022-05-04,IPA,2,62,0,0,1
2022-05-04,Stout,2,27,0,0,0
2022-05-04,Cider,2,33,0,0,0
2022-05-05,Ale,3,36,0,0,0
2022-05-05,Lager,3,51,0,0,0
2022-05-05,IPA,3,43,0,0,0
2022-05-05,Stout,3,29,0,0,0
2022-05-05,Cider,3,51,0,0,1
2022-05-06,Ale,4,47,0,0,1
2022-05-06,Lager,4,56,0,0,0
2022-05-06,IPA,4,41,0,0,0
2022-05-06,Stout,4,24,0,0,0
2022-05-06,Cider,4,35,0,0,0
2022-05-07,Ale,5,53,1,0,0
2022-05-07,Lager,5,74,1,0,0
2022-05-07,IPA,5,61,1,0,0
2022-05-07,Stout,5,31,1,0,0
2022-05-07,Cider,5,69,1,0,1
2022-05-08,Ale,6,33,1,0,0
2022-05-08,Lager,6,68,1,0,0
2022-05-08,IPA,6,56,1,0,0
2022-05-08,Stout,6,39,1,0,0
2022-05-08,Cider,6,51,1,0,0
2022-05-09,Ale,0,32,0,0,0
2022-05-09,Lager,0,64,0,0,1
2022-05-09,IPA,0,48,0,0,0
2022-05-09,Stout,0,30,0,0,0
2022-05-09,Cider,0,40,0,0,0
2022-05-10,Ale,1,33,0,0,0
2022-05-10,Lager,1,42,0,0,0
2022-05-10,IPA,1,43,0,0,0
2022-05-10,Stout,1,31,0,0,0
2022-05-10,Cider,1,38,0,0,0
2022-05-11,Ale,2,29,0,0,0
2022-05-11,Lager,2,47,0,0,0
2022-05-11,IPA,2,41,0,0,0
2022-05-11,Stout,2,25,0,0,0
2022-05-11,Cider,2,34,0,0,0
2022-05-12,Ale,3,36,0,0,0
2022-05-12,Lager,3,41,0,0,0
2022-05-12,IPA,3,47,0,0,0
2022-05-12,Stout,3,32,0,0,0
2022-05-12,Cider,3,32,0,0,0
2022-05-13,Ale,4,34,0,0,0
2022-05-13,Lager,4,52,0,0,0
2022-05-13,IPA,4,53,0,0,1
2022-05-13,Stout,4,27,0,0,1
2022-05-13,Cider,4,40,0,0,0
2022-05-14,Ale,5,53,1,0,0
2022-05-14,Lager,5,76,1,0,0
2022-05-14,IPA,5,64,1,0,0
2022-05-14,Stout,5,37,1,0,0
2022-05-14,Cider,5,53,1,0,0
2022-05-15,Ale,6,43,1,0,0
2022-05-15,Lager,6,73,1,0,0
2022-05-15,IPA,6,57,1,0,0
2022-05-15,Stout,6,39,1,0,0
2022-05-15,Cider,6,52,1,0,0
2022-05-16,Ale,0,31,0,0,0
2022-05-16,Lager,0,73,0,0,1
2022-05-16,IPA,0,37,0,0,0
2022-05-16,Stout,0,28,0,0,0
2022-05-16,Cider,0,45,0,0,0
2022-05-17,Ale,1,34,0,0,0
2022-05-17,Lager,1,51,0,0,0
2022-05-17,IPA,1,43,0,0,0
2022-05-17,Stout,1,29,0,0,0
2022-05-17,Cider,1,28,0,0,0
2022-05-18,Ale,2,43,0,0,1
2022-05-18,Lager,2,48,0,0,0
2022-05-18,IPA,2,43,0,0,0
2022-05-18,Stout,2,35,0,0,1
2022-05-18,Cider,2,33,0,0,0
2022-05-19,Ale,3,28,0,0,0
2022-05-19,Lager,3,57,0,0,0
2022-05-19,IPA,3,42,0,0,0
2022-05-19,Stout,3,19,0,0,0
2022-05-19,Cider,3,40,0,0,0
2022-05-20,Ale,4,38,0,0,0
2022-05-20,Lager,4,44,0,0,0
2022-05-20,IPA,4,49,0,0,0
2022-05-20,Stout,4,32,0,0,0
2022-05-20,Cider,4,42,0,0,0
2022-05-21,Ale,5,43,1,0,0
2022-05-21,Lager,5,76,1,0,0
2022-05-21,IPA,5,86,1,0,1
2022-05-21,Stout,5,40,1,0,1
2022-05-21,Cider,5,56,1,0,0
2022-05-22,Ale,6,44,1,0,0
2022-05-22,Lager,6,70,1,0,0
2022-05-22,IPA,6,53,1,0,0
2022-05-22,Stout,6,25,1,0,0
2022-05-22,Cider,6,53,1,0,0
2022-05-23,Ale,0,30,0,0,0
2022-05-23,Lager,0,49,0,0,0
2022-05-23,IPA,0,56,0,0,1
2022-05-23,Stout,0,20,0,0,0
2022-05-23,Cider,0,42,0,0,0
2022-05-24,Ale,1,38,0,0,0
2022-05-24,Lager,1,43,0,0,0
2022-05-24,IPA,1,47,0,0,0
2022-05-24,Stout,1,19,0,0,0
2022-05-24,Cider,1,36,0,0,0
2022-05-25,Ale,2,33,0,0,0
2022-05-25,Lager,2,62,0,0,1
2022-05-25,IPA,2,39,0,0,0
2022-05-25,Stout,2,32,0,0,1
2022-05-25,Cider,2,42,0,0,0
2022-05-26,Ale,3,28,0,0,0
2022-05-26,Lager,3,46,0,0,0
2022-05-26,IPA,3,41,0,0,0
2022-05-26,Stout,3,31,0,0,0
2022-05-26,Cider,3,37,0,0,0
2022-05-27,Ale,4,32,0,0,0
2022-05-27,Lager,4,48,0,0,0
2022-05-27,IPA,4,43,0,0,0
2022-05-27,Stout,4,28,0,0,0
2022-05-27,Cider,4,38,0,0,0
2022-05-28,Ale,5,52,1,0,0
2022-05-28,Lager,5,68,1,0,0
2022-05-28,IPA,5,68,1,0,0
2022-05-28,Stout,5,28,1,0,0
2022-05-28,Cider,5,53,1,0,0
2022-05-29,Ale,6,44,1,0,0
2022-05-29,Lager,6,77,1,0,0
2022-05-29,IPA,6,60,1,0,0
2022-05-29,Stout,6,54,1,0,1
2022-05-29,Cider,6,45,1,0,0
2022-05-30,Ale,0,27,0,0,0
2022-05-30,Lager,0,47,0,0,0
2022-05-30,IPA,0,37,0,0,0
2022-05-30,Stout,0,32,0,0,1
2022-05-30,Cider,0,47,0,0,1
2022-05-31,Ale,1,36,0,0,0
2022-05-31,Lager,1,44,0,0,0
2022-05-31,IPA,1,55,0,0,0
2022-05-31,Stout,1,33,0,0,0
2022-05-31,Cider,1,34,0,0,0
2022-06-01,Ale,2,32,0,0,0
2022-06-01,Lager,2,43,0,0,0
2022-06-01,IPA,2,43,0,0,0
2022-06-01,Stout,2,16,0,0,0
2022-06-01,Cider,2,37,0,0,0
2022-06-02,Ale,3,26,0,0,0
2022-06-02,Lager,3,38,0,0,0
2022-06-02,IPA,3,39,0,0,0
2022-06-02,Stout,3,22,0,0,0
2022-06-02,Cider,3,35,0,0,0
2022-06-03,Ale,4,37,0,0,0
2022-06-03,Lager,4,44,0,0,0
2022-06-03,IPA,4,39,0,0,0
2022-06-03,Stout,4,16,0,0,0
2022-06-03,Cider,4,46,0,0,1
2022-06-04,Ale,5,39,1,0,0
2022-06-04,Lager,5,59,1,0,0
2022-06-04,IPA,5,56,1,0,0
2022-06-04,Stout,5,27,1,0,0
2022-06-04,Cider,5,58,1,0,0
2022-06-05,Ale,6,38,1,0,0
2022-06-05,Lager,6,77,1,0,1
2022-06-05,IPA,6,59,1,0,0
2022-06-05,Stout,6,19,1,0,0
2022-06-05,Cider,6,56,1,0,1
2022-06-06,Ale,0,33,0,0,0
2022-06-06,Lager,0,39,0,0,0
2022-06-06,IPA,0,43,0,0,0
2022-06-06,Stout,0,28,0,0,0
2022-06-06,Cider,0,52,0,0,1
2022-06-07,Ale,1,22,0,0,0
2022-06-07,Lager,1,55,0,0,1
2022-06-07,IPA,1,44,0,0,0
2022-06-07,Stout,1,28,0,0,0
2022-06-07,Cider,1,31,0,0,0
2022-06-08,Ale,2,20,0,0,0
2022-06-08,Lager,2,39,0,0,0
2022-06-08,IPA,2,34,0,0,0
2022-06-08,Stout,2,21,0,0,0
2022-06-08,Cider,2,35,0,0,0
2022-06-09,Ale,3,26,0,0,0
2022-06-09,Lager,3,46,0,0,0
2022-06-09,IPA,3,46,0,0,0
2022-06-09,Stout,3,19,0,0,0
2022-06-09,Cider,3,33,0,0,0
2022-06-10,Ale,4,31,0,0,0
2022-06-10,Lager,4,48,0,0,0
2022-06-10,IPA,4,42,0,0,0
2022-06-10,Stout,4,20,0,0,0
2022-06-10,Cider,4,48,0,0,1
2022-06-11,Ale,5,40,1,0,0
2022-06-11,Lager,5,58,1,0,0
2022-06-11,IPA,5,56,1,0,0
2022-06-11,Stout,5,40,1,0,1
2022-06-11,Cider,5,38,1,0,0
2022-06-12,Ale,6,50,1,0,0
2022-06-12,Lager,6,64,1,0,0
2022-06-12,IPA,6,66,1,0,0
2022-06-12,Stout,6,34,1,0,0
2022-06-12,Cider,6,43,1,0,0
2022-06-13,Ale,0,31,0,0,1
2022-06-13,Lager,0,61,0,0,1
2022-06-13,IPA,0,41,0,0,0
2022-06-13,Stout,0,19,0,0,0
2022-06-13,Cider,0,19,0,0,0
2022-06-14,Ale,1,29,0,0,0
2022-06-14,Lager,1,55,0,0,0
2022-06-14,IPA,1,50,0,0,0
2022-06-14,Stout,1,25,0,0,0
2022-06-14,Cider,1,32,0,0,0
2022-06-15,Ale,2,30,0,0,0
2022-06-15,Lager,2,41,0,0,0
2022-06-15,IPA,2,43,0,0,0
2022-06-15,Stout,2,16,0,0,0
